country_code,customer_id,invoice_number,invoice_date,due_date,invoice_amount,settled_date,process_type
818,7946-HJDUR,1204820381,8/8/2012,9/7/2012,58.32,9/12/2012,Electronic
770,9149-MATVB,1207140333,1/26/2013,2/25/2013,25.73,2/24/2013,Paper
406,7600-OISKG,1212195050,11/5/2012,12/5/2012,87.51,11/29/2012,Paper
818,7946-HJDUR,1221306589,7/3/2012,8/2/2012,79.05,7/26/2012,Electronic
770,0465-DTULQ,1223908099,5/27/2012,6/26/2012,43.09,6/20/2012,Paper
770,9323-NDIOV,1228800351,1/14/2012,2/13/2012,47.48,2/29/2012,Paper
770,0625-TNJFG,1234438336,3/6/2012,4/5/2012,41.89,3/28/2012,Paper
897,1168-BEASA,1241888754,5/1/2013,5/31/2013,49.96,6/15/2013,Paper
406,5573-KSOIA,1250631704,3/31/2013,4/30/2013,57.12,5/2/2013,Paper
406,6833-ETVHD,1254790458,11/12/2012,12/12/2012,72.88,11/25/2012,Electronic
897,3676-CQAIF,1256452795,5/17/2012,6/16/2012,41.29,6/26/2012,Paper
406,9322-YCTQO,1264381785,4/29/2013,5/29/2013,54.5,5/24/2013,Electronic
818,2824-HJQPP,1266309366,10/26/2012,11/25/2012,46.05,11/17/2012,Paper
770,9149-MATVB,1267973660,10/10/2012,11/9/2012,45.31,11/9/2012,Paper
391,2423-QOKIO,1280597932,2/26/2012,3/27/2012,56.42,3/18/2012,Paper
818,7946-HJDUR,1281236095,6/21/2013,7/21/2013,58.4,7/21/2013,Electronic
406,9322-YCTQO,1281718631,7/12/2013,8/11/2013,92.35,8/12/2013,Electronic
391,3569-VJWXS,1282903123,12/25/2012,1/24/2013,59.32,1/16/2013,Paper
406,4632-QZOKX,1294595544,2/18/2012,3/19/2012,72.18,4/4/2012,Paper
406,3448-OWJOT,1297791719,1/15/2012,2/14/2012,48.64,2/16/2012,Paper
897,9460-VAZGD,1300298448,9/16/2012,10/16/2012,58.21,10/5/2012,Paper
818,5875-VZQCZ,1308410672,9/13/2013,10/13/2013,76.03,9/25/2013,Electronic
770,3993-QUNVJ,1310667812,3/18/2012,4/17/2012,60.93,4/2/2012,Paper
818,3271-HYHDN,1311607288,10/13/2012,11/12/2012,58.41,10/18/2012,Paper
818,9181-HEKGV,1314367195,6/21/2012,7/21/2012,90,7/12/2012,Paper
818,7946-HJDUR,1316332735,10/21/2012,11/20/2012,41.84,11/16/2012,Electronic
770,3993-QUNVJ,1317885189,10/30/2013,11/29/2013,61.54,11/10/2013,Electronic
897,0688-XNJRO,1318038002,9/3/2012,10/3/2012,28.51,10/13/2012,Electronic
897,3676-CQAIF,1319645642,11/26/2013,12/26/2013,52.38,12/31/2013,Electronic
818,8102-ABPKQ,1321318878,2/20/2013,3/22/2013,53.11,3/27/2013,Paper
391,6708-DPYTF,1321403149,2/1/2012,3/2/2012,80.31,3/14/2012,Paper
391,0709-LZRJV,1323201810,7/27/2013,8/26/2013,58.68,8/15/2013,Electronic
406,4651-PMEXQ,1327547312,2/2/2013,3/4/2013,80.5,2/17/2013,Electronic
818,8364-UWVLM,1336288577,10/19/2012,11/18/2012,75.11,11/10/2012,Paper
770,0465-DTULQ,1342171511,4/23/2013,5/23/2013,27,5/19/2013,Electronic
770,7050-KQLDO,1342472678,9/4/2012,10/4/2012,76.8,10/7/2012,Paper
406,6048-QPZCF,1349854883,11/6/2013,12/6/2013,78.83,11/7/2013,Electronic
391,5529-TBPGK,1358969544,10/29/2012,11/28/2012,53.13,12/2/2012,Paper
391,3598-DNURW,1366357246,9/12/2012,10/12/2012,56.44,9/28/2012,Electronic
391,0379-NEVHP,1369975903,1/5/2013,2/4/2013,61.11,1/26/2013,Paper
391,2676-DZINU,1376441638,9/30/2012,10/30/2012,81.25,10/22/2012,Paper
406,3448-OWJOT,1380765648,9/1/2012,10/1/2012,70.1,10/16/2012,Paper
391,7209-MDWKR,1384963125,11/14/2013,12/14/2013,80.14,12/7/2013,Electronic
897,9460-VAZGD,1387296868,6/29/2013,7/29/2013,72.17,7/18/2013,Paper
406,5284-DJOZO,1388703117,10/19/2013,11/18/2013,72.19,10/26/2013,Electronic
391,1080-NDGAE,1388916055,10/22/2013,11/21/2013,94.19,11/13/2013,Electronic
897,1408-OQZUE,1390614217,12/25/2012,1/24/2013,28.07,1/23/2013,Electronic
391,2820-XGXSB,1391494244,6/16/2013,7/16/2013,51.52,6/25/2013,Electronic
391,7841-HROAQ,1393928750,11/11/2013,12/11/2013,72.62,11/20/2013,Electronic
770,9149-MATVB,1401167342,10/24/2012,11/23/2012,22.47,11/21/2012,Paper
818,7695-NKUXM,1401765899,3/21/2012,4/20/2012,40.68,4/11/2012,Paper
818,5924-UOPGH,1402103956,11/28/2012,12/28/2012,63.76,12/24/2012,Paper
770,7228-LEPPM,1416192974,7/30/2012,8/29/2012,61.86,8/28/2012,Electronic
406,5164-VMYWJ,1419983453,10/18/2012,11/17/2012,70.42,11/3/2012,Paper
391,9212-BTDMX,1422140909,12/8/2012,1/7/2013,53.99,12/27/2012,Electronic
391,9212-BTDMX,1426850927,11/13/2013,12/13/2013,45.2,11/30/2013,Electronic
770,0625-TNJFG,1436243551,6/19/2012,7/19/2012,48.08,7/5/2012,Paper
897,0688-XNJRO,1436424010,11/24/2013,12/24/2013,25.19,1/8/2014,Electronic
391,5920-DPXLN,1441773397,10/23/2012,11/22/2012,69.11,11/9/2012,Paper
770,2687-XWAMA,1452931813,7/28/2013,8/27/2013,49.13,8/2/2013,Electronic
818,8102-ABPKQ,1454620628,3/15/2012,4/14/2012,66.88,5/5/2012,Paper
391,6708-DPYTF,1459820060,8/4/2012,9/3/2012,46.29,9/4/2012,Electronic
406,9117-LYRCE,1463367901,4/14/2013,5/14/2013,45.6,6/8/2013,Paper
818,3271-HYHDN,1470244634,9/18/2012,10/18/2012,24.33,9/21/2012,Paper
391,6708-DPYTF,1474447710,11/7/2013,12/7/2013,66.92,12/15/2013,Electronic
391,9014-WENVB,1482642317,3/14/2013,4/13/2013,78.25,4/27/2013,Paper
897,9883-SDWFS,1491017498,5/9/2012,6/8/2012,19.23,6/2/2012,Paper
406,9117-LYRCE,1491859500,5/28/2013,6/27/2013,67.72,6/24/2013,Paper
818,8364-UWVLM,1509944878,2/16/2013,3/18/2013,53.51,3/7/2013,Electronic
818,5875-VZQCZ,1519561145,9/26/2012,10/26/2012,56.57,10/27/2012,Paper
391,2820-XGXSB,1528493654,10/29/2012,11/28/2012,71.85,11/2/2012,Electronic
391,7329-TWKLF,1528599184,6/30/2013,7/30/2013,85.35,7/21/2013,Paper
406,3448-OWJOT,1529029372,3/12/2013,4/11/2013,49.97,4/14/2013,Electronic
391,3569-VJWXS,1536168471,12/19/2012,1/18/2013,63.48,1/13/2013,Paper
770,4460-ZXNDN,1539382510,10/9/2012,11/8/2012,76.79,12/1/2012,Paper
897,3271-YDPUJ,1539465403,2/16/2012,3/17/2012,28.22,3/14/2012,Paper
391,6160-HCSFI,1544728256,12/27/2012,1/26/2013,72.26,1/13/2013,Paper
406,4640-FGEJI,1544966050,4/13/2013,5/13/2013,75.55,4/22/2013,Electronic
391,9841-XLGBV,1553284771,11/4/2013,12/4/2013,65.96,11/26/2013,Electronic
391,1080-NDGAE,1556974311,2/20/2013,3/22/2013,107.94,3/21/2013,Electronic
818,8102-ABPKQ,1562504690,3/4/2012,4/3/2012,83.15,4/20/2012,Paper
897,6296-UKEUZ,1564854223,8/13/2012,9/12/2012,31.9,8/16/2012,Paper
897,7372-CESLR,1569984119,12/4/2012,1/3/2013,28.78,12/27/2012,Paper
818,3271-HYHDN,1575926929,11/19/2012,12/19/2012,61.52,11/25/2012,Paper
770,5592-UQXSS,1577746988,7/27/2012,8/26/2012,57.14,9/7/2012,Paper
406,4640-FGEJI,1581104767,1/1/2013,1/31/2013,80.27,1/16/2013,Paper
818,5148-SYKLB,1582683121,4/19/2012,5/19/2012,93.99,5/18/2012,Paper
897,9286-VLKMI,1586922908,10/2/2013,11/1/2013,68.48,10/3/2013,Electronic
770,3831-FXWYK,1587873226,7/23/2013,8/22/2013,65.55,8/28/2013,Electronic
770,9149-MATVB,1591349086,7/13/2013,8/12/2013,51.13,8/7/2013,Electronic
391,9174-IYKOC,1592682714,9/10/2013,10/10/2013,63.58,9/29/2013,Electronic
818,5924-UOPGH,1595456378,7/27/2012,8/26/2012,59.28,8/11/2012,Paper
391,0379-NEVHP,1604888971,5/17/2013,6/16/2013,78.57,6/12/2013,Electronic
391,5196-TWQXF,1613828298,8/12/2012,9/11/2012,49.75,8/28/2012,Electronic
818,5875-VZQCZ,1621429066,10/26/2012,11/25/2012,87.55,11/25/2012,Paper
897,8942-ERSWK,1621957925,4/15/2013,5/15/2013,22.01,4/25/2013,Electronic
406,4651-PMEXQ,1631213514,10/24/2012,11/23/2012,77.71,11/17/2012,Electronic
391,9841-XLGBV,1633220775,1/9/2012,2/8/2012,41.99,2/6/2012,Paper
897,1408-OQZUE,1652571996,10/14/2013,11/13/2013,54.23,11/11/2013,Electronic
406,5573-KSOIA,1653597509,7/16/2012,8/15/2012,100.63,8/19/2012,Paper
770,5592-UQXSS,1653708883,11/26/2013,12/26/2013,44.04,12/21/2013,Electronic
770,7228-LEPPM,1657046645,1/29/2012,2/28/2012,27.63,3/21/2012,Paper
897,1408-OQZUE,1660153943,2/21/2012,3/22/2012,45.08,3/28/2012,Paper
391,6160-HCSFI,1661281311,3/13/2012,4/12/2012,76.21,4/9/2012,Paper
391,7841-HROAQ,1666441527,12/15/2012,1/14/2013,54.27,1/28/2013,Paper
770,7260-ZHAKS,1669605495,3/20/2012,4/19/2012,82.98,4/25/2012,Paper
406,1447-YZKCL,1670705301,1/17/2013,2/16/2013,88.36,2/22/2013,Electronic
391,1080-NDGAE,1671914105,7/10/2013,8/9/2013,83.49,8/5/2013,Electronic
897,9286-VLKMI,1671932723,5/20/2013,6/19/2013,66.16,5/21/2013,Electronic
897,1408-OQZUE,1675817832,5/12/2012,6/11/2012,47.42,6/20/2012,Paper
391,5196-TWQXF,1677488544,7/30/2012,8/29/2012,62.28,8/18/2012,Electronic
770,2026-XLBER,1678077270,4/24/2012,5/24/2012,60.93,5/12/2012,Paper
391,7329-TWKLF,1681500044,6/10/2013,7/10/2013,63.67,7/3/2013,Paper
406,6048-QPZCF,1688223461,5/24/2013,6/23/2013,72.42,5/29/2013,Electronic
391,2820-XGXSB,1691604826,11/20/2013,12/20/2013,82.41,11/26/2013,Electronic
897,9460-VAZGD,1695583002,1/1/2013,1/31/2013,62.32,1/28/2013,Paper
391,9174-IYKOC,1697562316,1/6/2013,2/5/2013,73.09,1/19/2013,Electronic
818,8364-UWVLM,1699566488,2/13/2013,3/15/2013,92.1,2/27/2013,Electronic
391,8820-BLYDZ,1699863695,7/23/2012,8/22/2012,85.33,7/30/2012,Paper
406,9725-EZTEJ,1702975198,11/30/2012,12/30/2012,86.44,1/2/2013,Electronic
406,9771-QTLGZ,1714365400,4/21/2013,5/21/2013,40.38,5/8/2013,Electronic
391,2423-QOKIO,1715841585,7/1/2012,7/31/2012,67.38,7/30/2012,Paper
391,5529-TBPGK,1717812362,11/28/2012,12/28/2012,48.75,12/28/2012,Paper
391,7841-HROAQ,1720149611,4/24/2012,5/24/2012,71.68,5/18/2012,Paper
406,9758-AIEIK,1720532549,6/20/2013,7/20/2013,49.46,7/12/2013,Electronic
897,8690-EEBEO,1730560128,9/16/2013,10/16/2013,36.97,10/8/2013,Electronic
391,0709-LZRJV,1731769135,6/11/2013,7/11/2013,51.45,7/22/2013,Paper
406,8389-TCXFQ,1732794760,10/22/2012,11/21/2012,61.6,11/20/2012,Electronic
770,0465-DTULQ,1745880588,8/1/2012,8/31/2012,61,9/5/2012,Paper
406,9322-YCTQO,1748015447,12/24/2012,1/23/2013,75.19,1/25/2013,Electronic
897,8690-EEBEO,1752036971,4/8/2012,5/8/2012,71.72,5/15/2012,Paper
770,7050-KQLDO,1752423656,9/20/2013,10/20/2013,88.99,10/24/2013,Electronic
406,0783-PEPYR,1754229382,5/15/2012,6/14/2012,81.1,6/18/2012,Paper
391,6708-DPYTF,1754538629,9/11/2013,10/11/2013,79.52,10/10/2013,Electronic
391,0187-ERLSR,1756742390,9/5/2012,10/5/2012,84.57,9/14/2012,Paper
406,4640-FGEJI,1759240329,9/19/2013,10/19/2013,72.09,10/7/2013,Electronic
897,9883-SDWFS,1761962468,9/18/2013,10/18/2013,75.39,10/30/2013,Electronic
770,7758-WKLVM,1767317198,9/23/2012,10/23/2012,41.7,10/30/2012,Electronic
897,6391-GBFQJ,1767708917,7/21/2013,8/20/2013,8.36,8/17/2013,Paper
391,6160-HCSFI,1774766742,8/22/2013,9/21/2013,76.85,9/4/2013,Electronic
818,8887-NCUZC,1777289135,5/24/2013,6/23/2013,51.66,6/28/2013,Electronic
897,1168-BEASA,1779886998,11/25/2012,12/25/2012,65.5,12/18/2012,Paper
406,4640-FGEJI,1784835874,10/14/2012,11/13/2012,62.43,11/12/2012,Paper
897,9883-SDWFS,1789438475,1/7/2012,2/6/2012,46.33,2/10/2012,Paper
391,8156-PCYBM,1796958572,3/22/2012,4/21/2012,42.61,4/16/2012,Electronic
406,4092-ZAVRG,1801620782,8/14/2013,9/13/2013,78.44,8/15/2013,Electronic
897,9286-VLKMI,1826457023,11/9/2013,12/9/2013,72.93,11/24/2013,Electronic
770,3993-QUNVJ,1826544220,7/15/2012,8/14/2012,48.65,7/30/2012,Paper
818,3271-HYHDN,1829655163,11/9/2013,12/9/2013,56.28,11/11/2013,Electronic
818,8887-NCUZC,1838230354,4/10/2012,5/10/2012,59.56,6/3/2012,Paper
406,5284-DJOZO,1839518389,2/24/2012,3/25/2012,44.76,3/26/2012,Paper
770,9323-NDIOV,1839830620,11/13/2013,12/13/2013,44.56,12/16/2013,Electronic
406,9758-AIEIK,1841814103,5/1/2012,5/31/2012,56.25,6/8/2012,Electronic
406,4640-FGEJI,1841884225,11/8/2013,12/8/2013,86.04,11/26/2013,Electronic
406,5284-DJOZO,1842693179,5/25/2012,6/24/2012,68.35,6/10/2012,Paper
897,6391-GBFQJ,1850105221,6/17/2012,7/17/2012,8.03,7/2/2012,Paper
897,3676-CQAIF,1851875591,6/4/2012,7/4/2012,57.09,7/23/2012,Paper
770,7228-LEPPM,1853598981,9/12/2012,10/12/2012,61.86,10/31/2012,Electronic
391,5920-DPXLN,1853646712,11/8/2013,12/8/2013,81.47,11/20/2013,Electronic
770,3993-QUNVJ,1854369389,7/17/2012,8/16/2012,56.21,8/9/2012,Paper
391,9174-IYKOC,1854927312,11/16/2013,12/16/2013,57.12,12/9/2013,Electronic
391,5196-TWQXF,1857536288,6/9/2012,7/9/2012,64.99,7/1/2012,Paper
897,0688-XNJRO,1858692476,6/5/2013,7/5/2013,43.07,8/3/2013,Electronic
391,9014-WENVB,1863257564,7/1/2012,7/31/2012,72.69,7/29/2012,Paper
770,9149-MATVB,1867249429,11/15/2013,12/15/2013,46.06,12/8/2013,Electronic
406,7938-EVASK,1879423925,4/29/2012,5/29/2012,65.45,6/1/2012,Paper
391,8156-PCYBM,1887027624,8/20/2012,9/19/2012,61.58,9/5/2012,Electronic
897,8942-ERSWK,1889308921,12/2/2012,1/1/2013,23.5,12/14/2012,Paper
391,7329-TWKLF,1890815777,8/18/2013,9/17/2013,61.71,9/19/2013,Paper
391,9014-WENVB,1893700854,6/22/2013,7/22/2013,61.2,7/22/2013,Paper
406,0783-PEPYR,1898422054,5/7/2013,6/6/2013,61.13,6/23/2013,Paper
770,7228-LEPPM,1899442732,2/11/2012,3/12/2012,45,3/21/2012,Paper
770,7228-LEPPM,1900323621,4/11/2013,5/11/2013,43.06,5/13/2013,Electronic
897,8942-ERSWK,1901766579,1/25/2012,2/24/2012,7.55,2/20/2012,Paper
897,8690-EEBEO,1903828465,5/31/2013,6/30/2013,62.35,7/8/2013,Electronic
406,5164-VMYWJ,1905229160,7/26/2012,8/25/2012,78.22,9/2/2012,Paper
406,8389-TCXFQ,1907393570,9/22/2013,10/22/2013,67.76,10/22/2013,Electronic
818,1604-LIFKX,1913883700,6/12/2013,7/12/2013,44.91,7/26/2013,Electronic
406,9771-QTLGZ,1920990033,1/20/2012,2/19/2012,56.51,2/15/2012,Paper
406,6833-ETVHD,1927022550,10/14/2012,11/13/2012,68.17,10/29/2012,Electronic
818,5875-VZQCZ,1929017575,1/13/2012,2/12/2012,87.89,2/4/2012,Paper
406,7600-OISKG,1933976534,5/19/2013,6/18/2013,59.99,6/17/2013,Paper
406,6048-QPZCF,1950762665,7/28/2012,8/27/2012,75.54,8/1/2012,Electronic
897,9460-VAZGD,1951887650,9/21/2013,10/21/2013,8.63,10/10/2013,Electronic
770,7758-WKLVM,1953579202,8/21/2012,9/20/2012,60.87,9/21/2012,Electronic
897,9250-VHLWY,1953588118,12/3/2012,1/2/2013,51.05,1/1/2013,Paper
406,5573-KSOIA,1965699392,4/29/2013,5/29/2013,89.46,6/3/2013,Paper
770,4460-ZXNDN,1976510492,5/8/2012,6/7/2012,61.86,6/27/2012,Paper
391,9212-BTDMX,1976759712,7/26/2012,8/25/2012,51.56,8/13/2012,Electronic
897,9883-SDWFS,1985925745,9/12/2012,10/12/2012,29.51,10/19/2012,Paper
406,6833-ETVHD,1992091788,1/26/2013,2/25/2013,63.82,2/15/2013,Electronic
818,7946-HJDUR,1995851356,4/13/2012,5/13/2012,45.35,5/6/2012,Electronic
770,9149-MATVB,2008743660,12/13/2012,1/12/2013,67.27,12/27/2012,Paper
406,6048-QPZCF,2014191611,5/17/2013,6/16/2013,76.72,6/6/2013,Electronic
406,7600-OISKG,2015068982,8/30/2012,9/29/2012,74.43,10/6/2012,Paper
818,3568-JJMFW,2017481337,9/5/2013,10/5/2013,67.5,9/26/2013,Electronic
818,8887-NCUZC,2017486994,7/17/2012,8/16/2012,57.63,9/7/2012,Paper
391,3569-VJWXS,2024965903,10/4/2013,11/3/2013,80.32,11/9/2013,Electronic
770,5592-UQXSS,2025587663,10/17/2013,11/16/2013,22.06,11/23/2013,Electronic
818,8887-NCUZC,2035503608,8/29/2012,9/28/2012,38.37,9/30/2012,Paper
406,4651-PMEXQ,2050809961,10/25/2013,11/24/2013,78.74,11/23/2013,Electronic
897,9250-VHLWY,2054631411,6/12/2012,7/12/2012,31.96,7/13/2012,Paper
391,8820-BLYDZ,2073423085,4/2/2012,5/2/2012,69.97,4/12/2012,Paper
406,9725-EZTEJ,2073573910,7/30/2012,8/29/2012,74.95,9/2/2012,Electronic
391,8156-PCYBM,2079450535,1/17/2013,2/16/2013,62.12,2/22/2013,Electronic
391,5920-DPXLN,2079957616,12/23/2012,1/22/2013,62.58,1/13/2013,Electronic
897,9250-VHLWY,2086131876,3/15/2013,4/14/2013,47.82,4/5/2013,Paper
897,9250-VHLWY,2088115416,5/29/2012,6/28/2012,57.07,6/20/2012,Paper
818,6004-KITZM,2091543308,4/18/2013,5/18/2013,56.17,5/2/2013,Paper
818,8364-UWVLM,2094625650,3/21/2013,4/20/2013,83.02,4/13/2013,Electronic
818,1604-LIFKX,2099442850,11/25/2012,12/25/2012,73.1,1/13/2013,Paper
406,4092-ZAVRG,2102092958,8/6/2012,9/5/2012,92.36,8/10/2012,Electronic
406,9117-LYRCE,2110258079,1/25/2012,2/24/2012,22.09,3/6/2012,Paper
406,9322-YCTQO,2118879684,9/6/2013,10/6/2013,114.54,10/11/2013,Electronic
391,1080-NDGAE,2121660618,1/25/2013,2/24/2013,79.79,3/2/2013,Electronic
818,5875-VZQCZ,2123675598,4/23/2013,5/23/2013,73.71,5/16/2013,Paper
406,9117-LYRCE,2123935700,5/29/2012,6/28/2012,55.55,7/4/2012,Paper
818,7946-HJDUR,2125307184,8/11/2013,9/10/2013,67.34,9/14/2013,Electronic
406,9771-QTLGZ,2127219922,5/19/2012,6/18/2012,68.89,6/16/2012,Paper
391,7841-HROAQ,2129779702,11/18/2013,12/18/2013,60.46,12/6/2013,Electronic
770,9323-NDIOV,2131645470,8/9/2013,9/8/2013,61.06,9/5/2013,Electronic
818,1604-LIFKX,2135320728,9/25/2013,10/25/2013,66.32,11/5/2013,Electronic
391,3598-DNURW,2135406196,1/3/2013,2/2/2013,49.51,1/15/2013,Electronic
897,3676-CQAIF,2137157897,7/21/2013,8/20/2013,20.55,8/6/2013,Paper
770,9149-MATVB,2146884004,11/5/2013,12/5/2013,43.26,11/19/2013,Electronic
897,3271-YDPUJ,2148266465,5/7/2013,6/6/2013,24.39,6/13/2013,Electronic
391,9212-BTDMX,2158841878,8/10/2013,9/9/2013,64.35,8/20/2013,Electronic
406,5284-DJOZO,2161519126,8/21/2013,9/20/2013,98.88,8/24/2013,Electronic
818,8887-NCUZC,2161660036,6/17/2012,7/17/2012,40.38,7/19/2012,Paper
406,9771-QTLGZ,2163218884,9/23/2013,10/23/2013,56.54,10/11/2013,Electronic
770,0465-DTULQ,2168210949,9/3/2012,10/3/2012,43.41,10/23/2012,Paper
391,6708-DPYTF,2186599382,3/24/2012,4/23/2012,92.76,5/5/2012,Paper
391,7209-MDWKR,2189582262,12/2/2013,1/1/2014,67.69,12/28/2013,Electronic
818,6627-ELFBK,2195380883,1/6/2012,2/5/2012,47.07,2/3/2012,Paper
897,9286-VLKMI,2197465105,10/29/2013,11/28/2013,76.74,11/13/2013,Electronic
770,9149-MATVB,2197485330,10/19/2012,11/18/2012,45.61,11/10/2012,Paper
391,8820-BLYDZ,2205310400,2/6/2012,3/7/2012,71.46,2/19/2012,Paper
406,4632-QZOKX,2207769609,5/7/2013,6/6/2013,50.22,6/6/2013,Electronic
770,4460-ZXNDN,2212611817,3/9/2013,4/8/2013,32.97,4/16/2013,Paper
770,7228-LEPPM,2219394095,7/10/2012,8/9/2012,51.32,8/27/2012,Electronic
897,8690-EEBEO,2222502782,4/18/2013,5/18/2013,74.89,5/18/2013,Electronic
391,5196-TWQXF,2225581009,1/2/2013,2/1/2013,45.71,1/25/2013,Electronic
897,8690-EEBEO,2238411112,11/30/2013,12/30/2013,56.21,1/2/2014,Electronic
770,0706-NRGUP,2238525299,10/5/2013,11/4/2013,35.7,10/26/2013,Electronic
770,9928-IJYBQ,2245157627,1/12/2013,2/11/2013,52.07,2/12/2013,Electronic
770,6077-FDQRK,2246279597,3/30/2013,4/29/2013,21.4,4/8/2013,Electronic
406,8389-TCXFQ,2250514490,1/31/2013,3/2/2013,62.78,3/12/2013,Electronic
391,9212-BTDMX,2253964269,10/9/2013,11/8/2013,47.21,11/11/2013,Electronic
770,7260-ZHAKS,2254159769,3/7/2012,4/6/2012,72.83,4/3/2012,Paper
406,9725-EZTEJ,2254968962,11/10/2012,12/10/2012,87.43,12/23/2012,Electronic
770,7228-LEPPM,2257886659,5/6/2013,6/5/2013,40.9,6/13/2013,Electronic
818,8102-ABPKQ,2262995436,4/17/2013,5/17/2013,70.59,6/2/2013,Paper
406,7600-OISKG,2265242643,10/31/2012,11/30/2012,70.07,12/7/2012,Paper
897,7372-CESLR,2267584907,12/1/2013,12/31/2013,52.76,12/15/2013,Electronic
897,6296-UKEUZ,2267825101,4/12/2013,5/12/2013,27.29,4/14/2013,Electronic
406,3448-OWJOT,2268924543,5/2/2012,6/1/2012,66.12,6/13/2012,Paper
818,2824-HJQPP,2279639083,1/8/2013,2/7/2013,51.65,1/23/2013,Paper
818,7946-HJDUR,2281124725,9/18/2012,10/18/2012,27.37,10/13/2012,Electronic
897,1408-OQZUE,2290457712,1/2/2013,2/1/2013,51.91,2/9/2013,Electronic
770,5592-UQXSS,2290647128,5/1/2013,5/31/2013,49.24,6/4/2013,Electronic
818,3568-JJMFW,2293228619,5/8/2012,6/7/2012,48.47,6/11/2012,Electronic
406,9758-AIEIK,2294449843,10/28/2012,11/27/2012,67.96,11/8/2012,Electronic
818,5924-UOPGH,2322349886,9/1/2012,10/1/2012,59.86,9/25/2012,Paper
406,7600-OISKG,2328511433,10/20/2013,11/19/2013,77.43,11/12/2013,Electronic
391,1080-NDGAE,2329204580,3/2/2013,4/1/2013,54.56,3/21/2013,Electronic
818,9181-HEKGV,2335256143,4/16/2012,5/16/2012,61.2,5/16/2012,Paper
406,5284-DJOZO,2338417971,8/21/2013,9/20/2013,65.57,8/26/2013,Electronic
770,6831-FIODB,2346925494,5/11/2013,6/10/2013,35.87,6/11/2013,Electronic
897,0688-XNJRO,2349505867,7/16/2012,8/15/2012,9.19,9/11/2012,Electronic
391,2423-QOKIO,2355391609,6/8/2013,7/8/2013,60.62,6/25/2013,Electronic
818,5924-UOPGH,2361287480,1/6/2013,2/5/2013,69.22,1/20/2013,Paper
897,6177-VTITE,2364345783,7/3/2012,8/2/2012,48.18,7/18/2012,Paper
770,9149-MATVB,2367277437,8/13/2012,9/12/2012,52.46,9/13/2012,Paper
406,9725-EZTEJ,2368072192,3/29/2012,4/28/2012,92.71,4/22/2012,Electronic
406,3448-OWJOT,2369731348,2/26/2013,3/28/2013,80.3,4/8/2013,Electronic
818,8887-NCUZC,2384851679,10/1/2012,10/31/2012,42,10/24/2012,Paper
770,6831-FIODB,2399454051,12/18/2012,1/17/2013,41.56,1/25/2013,Paper
406,9771-QTLGZ,2404027687,7/19/2012,8/18/2012,67.4,8/1/2012,Paper
406,5573-KSOIA,2419712397,2/11/2013,3/13/2013,86.72,3/29/2013,Paper
897,1168-BEASA,2427601971,1/13/2013,2/12/2013,39.18,2/1/2013,Paper
818,2824-HJQPP,2428102854,4/2/2012,5/2/2012,83.74,5/2/2012,Paper
818,1604-LIFKX,2430916585,3/7/2013,4/6/2013,63.45,4/22/2013,Paper
406,7600-OISKG,2436471559,11/15/2013,12/15/2013,52.7,12/15/2013,Electronic
770,7856-ODQFO,2440506703,8/24/2013,9/23/2013,82.42,9/29/2013,Electronic
897,7372-CESLR,2441403899,2/27/2013,3/29/2013,59.17,3/22/2013,Electronic
897,7654-DOLHO,2442634583,12/28/2012,1/27/2013,45.11,1/14/2013,Electronic
818,8887-NCUZC,2442844131,4/15/2013,5/15/2013,64.19,5/7/2013,Electronic
406,6048-QPZCF,2448402169,9/24/2013,10/24/2013,76.33,9/29/2013,Electronic
818,8887-NCUZC,2455126326,12/2/2013,1/1/2014,49.51,1/7/2014,Electronic
391,9014-WENVB,2458578956,3/30/2013,4/29/2013,64.66,4/28/2013,Paper
897,6391-GBFQJ,2464264785,11/21/2013,12/21/2013,34.22,1/1/2014,Paper
406,8389-TCXFQ,2467417643,5/3/2013,6/2/2013,73.57,5/17/2013,Electronic
897,9286-VLKMI,2468958629,11/4/2012,12/4/2012,25.05,11/15/2012,Paper
897,6177-VTITE,2474022495,3/30/2013,4/29/2013,25.7,4/8/2013,Electronic
406,5164-VMYWJ,2486669145,11/10/2013,12/10/2013,74.62,12/3/2013,Paper
770,3831-FXWYK,2487012635,2/26/2013,3/28/2013,74.09,4/3/2013,Paper
770,6831-FIODB,2487299552,6/20/2013,7/20/2013,48.7,7/30/2013,Electronic
770,4460-ZXNDN,2487366623,5/14/2013,6/13/2013,80.76,6/22/2013,Paper
770,6077-FDQRK,2498731372,5/4/2013,6/3/2013,42.59,5/24/2013,Electronic
818,8364-UWVLM,2506087360,2/4/2012,3/5/2012,69.78,3/1/2012,Paper
770,7050-KQLDO,2511656905,11/19/2013,12/19/2013,64.12,12/3/2013,Electronic
406,8976-AMJEO,2514985347,9/26/2012,10/26/2012,53.18,10/16/2012,Electronic
818,7946-HJDUR,2515817366,8/14/2013,9/13/2013,59.53,9/5/2013,Electronic
770,4460-ZXNDN,2527171256,4/22/2013,5/22/2013,75.16,6/25/2013,Paper
897,6296-UKEUZ,2528333146,8/3/2012,9/2/2012,45.31,8/19/2012,Paper
770,0465-DTULQ,2528705556,4/2/2013,5/2/2013,63,4/28/2013,Electronic
